행정구역,2021년01월_계_총인구수,2021년01월_계_연령구간인구수,2021년01월_계_0~9세,2021년01월_계_10~19세,2021년01월_계_20~29세,2021년01월_계_30~39세,2021년01월_계_40~49세,2021년01월_계_50~59세,2021년01월_계_60~69세,2021년01월_계_70~79세,2021년01월_계_80~89세,2021년01월_계_90~99세,2021년01월_계_100세 이상
경상북도 상주시 화동면(4725040000),"1,989","1,989",63,105,104,102,168,380,460,346,210,50,1
경상북도 상주시 화서면(4725041000),"2,759","2,759",136,145,153,173,253,525,606,417,309,41,1
경상북도 상주시 화북면(4725042000),"1,237","1,237",30,64,71,71,115,258,279,187,139,21,2
경상북도 상주시 화북면서부출장소(4725042600),331,331,5,11,14,9,25,66,101,56,39,5,0
경상북도 상주시 외서면(4725043000),"2,731","2,731",85,157,120,141,293,487,602,458,333,51,4
경상북도 상주시 은척면(4725044000),"1,140","1,140",20,45,42,31,85,166,294,262,167,26,2
경상북도 상주시 은척면북부출장소(4725044500),381,381,9,19,12,8,25,71,72,75,79,11,0
경상북도 상주시 공검면(4725045000),"2,142","2,142",39,93,101,100,171,306,523,436,315,57,1
경상북도 상주시 이안면(4725046000),"2,066","2,066",63,92,98,72,190,313,425,426,320,65,2
경상북도 상주시 화남면(4725047000),823,823,25,35,47,32,63,164,190,140,100,26,1
경상북도 상주시 남원동(4725052000),"12,194","12,194",914,"1,301","1,296","1,240","1,780","2,084","1,840","1,121",530,81,7
경상북도 상주시 북문동(4725053000),"9,094","9,094",709,852,973,"1,079","1,343","1,559","1,430",707,385,57,0
경상북도 상주시 계림동(4725054000),"8,023","8,023",589,817,751,771,"1,177","1,381","1,238",760,482,55,2
경상북도 상주시 동문동(4725055000),"8,341","8,341",564,803,857,759,"1,186","1,513","1,306",831,452,66,4
경상북도 상주시 동성동(4725056000),"3,647","3,647",174,349,304,268,494,622,650,486,263,33,4
경상북도 상주시 신흥동(4725057000),"9,003","9,003",757,956,"1,405",865,"1,346","1,389","1,229",625,373,57,1
경상북도 문경시 (4728000000),"70,919","70,919","4,013","5,493","6,127","5,634","8,663","11,940","13,409","9,242","5,519",821,58
경상북도 문경시 문경읍(4728025000),"5,792","5,792",203,334,384,364,591,"1,027","1,275",996,526,81,11
경상북도 문경시 문경읍갈평출장소(4728025100),"1,117","1,117",43,63,72,48,108,221,260,172,112,18,0
경상북도 문경시 가은읍(4728025300),"3,195","3,195",109,147,155,155,262,530,711,596,445,81,4
경상북도 문경시 가은읍북부출장소(4728025400),832,832,11,39,35,43,76,179,200,147,87,14,1
경상북도 문경시 영순면(4728031000),"2,419","2,419",58,247,142,100,179,344,558,389,347,55,0
경상북도 문경시 산양면(4728032000),"3,032","3,032",87,125,179,161,251,476,718,541,415,76,3
경상북도 문경시 호계면(4728033000),"2,360","2,360",43,146,310,98,179,385,534,351,272,42,0
경상북도 문경시 산북면(4728034000),"2,772","2,772",59,105,148,128,224,479,639,515,411,59,5
경상북도 문경시 동로면(4728035000),"1,935","1,935",84,76,93,96,170,351,500,316,219,30,0
경상북도 문경시 마성면(4728036000),"3,552","3,552",88,124,212,218,297,605,760,702,479,61,6
경상북도 문경시 농암면(4728037000),"2,595","2,595",73,89,113,127,180,496,659,467,322,62,7
경상북도 문경시 점촌1동(4728057000),"5,810","5,810",364,403,537,582,696,989,"1,133",721,350,31,4
경상북도 문경시 점촌2동(4728058000),"7,070","7,070",430,564,615,630,853,"1,135","1,406",952,428,49,8
경상북도 문경시 점촌3동(4728059000),"8,996","8,996",655,839,836,787,"1,328","1,543","1,547",930,466,60,5
경상북도 문경시 점촌4동(4728060000),"3,138","3,138",127,150,212,241,318,530,673,536,306,43,2
경상북도 문경시 점촌5동(4728061000),"16,304","16,304","1,579","2,042","2,084","1,856","2,951","2,650","1,836",911,334,59,2
경상북도 경산시 (4729000000),"264,150","264,150","20,310","22,726","36,199","33,146","41,517","45,038","35,198","19,520","9,322","1,108",66
경상북도 경산시 하양읍(4729025000),"25,583","25,583","1,631","2,748","3,822","2,539","4,046","4,218","3,289","2,121","1,055",102,12
경상북도 경산시 진량읍(4729025300),"36,356","36,356","2,394","3,549","5,404","3,969","6,380","6,995","4,094","2,289","1,161",114,7
경상북도 경산시 압량읍(4729025600),"20,869","20,869","2,303","1,170","3,164","4,104","3,017","2,855","2,318","1,222",639,73,4
경상북도 경산시 와촌면(4729031000),"5,949","5,949",174,284,494,486,621,"1,189","1,392",803,443,57,6
경상북도 경산시 자인면(4729033000),"5,533","5,533",133,248,471,393,605,"1,049","1,292",840,445,54,3
경상북도 경산시 용성면(4729034000),"3,346","3,346",77,106,206,200,270,605,856,613,360,52,1
경상북도 경산시 남산면(4729035000),"3,744","3,744",112,156,277,215,381,719,870,569,375,66,4
경상북도 경산시 남천면(4729037000),"3,024","3,024",101,106,255,197,284,598,700,487,246,48,2
경상북도 경산시 중방동(4729051000),"9,998","9,998",572,608,"1,564","1,176","1,310","1,893","1,742",781,315,35,2
경상북도 경산시 중앙동(4729052000),"6,605","6,605",226,397,"1,004",696,823,"1,283","1,136",660,341,36,3
경상북도 경산시 남부동(4729053000),"20,072","20,072","2,018","1,977","2,069","2,685","3,532","3,015","2,562","1,516",609,80,9
경상북도 경산시 서부1동(4729054100),"36,498","36,498","2,795","3,986","4,469","3,963","6,332","6,261","4,824","2,566","1,157",140,5
경상북도 경산시 서부2동(4729054200),"31,529","31,529","3,450","2,426","4,008","4,777","4,858","5,364","3,763","1,998",798,84,3
경상북도 경산시 북부동(4729055000),"16,218","16,218","1,038",779,"3,698","2,812","2,214","2,466","1,871",893,397,48,2
경상북도 경산시 동부동(4729056000),"38,826","38,826","3,286","4,186","5,294","4,934","6,844","6,528","4,489","2,162",981,119,3
경상북도 군위군 (4772000000),"23,216","23,216",675,955,"1,502","1,304","2,138","4,280","5,373","4,015","2,625",333,16
경상북도 군위군 군위읍(4772025000),"8,165","8,165",420,579,707,631,"1,093","1,494","1,489","1,054",617,75,6
경상북도 군위군 소보면(4772031000),"2,304","2,304",39,48,104,104,138,456,560,447,360,45,3
경상북도 군위군 효령면(4772032000),"3,779","3,779",90,128,256,182,302,708,981,677,406,48,1
경상북도 군위군 부계면(4772033000),"2,053","2,053",39,49,143,101,145,403,525,357,254,37,0
경상북도 군위군 우보면(4772034000),"2,008","2,008",18,40,110,81,133,360,507,422,300,33,4
경상북도 군위군 의흥면(4772035000),"2,374","2,374",37,65,94,104,168,406,595,514,347,42,2
경상북도 군위군 산성면(4772036000),"1,182","1,182",15,22,32,46,74,204,319,259,186,25,0
경상북도 군위군 삼국유사면(4772038000),"1,351","1,351",17,24,56,55,85,249,397,285,155,28,0
경상북도 의성군 (4773000000),"51,601","51,601","1,894","2,292","3,103","3,208","4,683","8,657","11,848","8,905","6,160",802,49
경상북도 의성군 의성읍(4773025000),"13,400","13,400",795,"1,030","1,123","1,178","1,755","2,212","2,571","1,695",900,129,12
경상북도 의성군 단촌면(4773031000),"1,930","1,930",25,61,77,88,144,318,533,367,290,25,2
경상북도 의성군 점곡면(4773032000),"1,604","1,604",39,40,66,74,99,259,421,328,250,28,0
경상북도 의성군 옥산면(4773033000),"1,808","1,808",33,52,87,71,141,338,492,353,216,24,1
경상북도 의성군 사곡면(4773034000),"1,564","1,564",23,38,60,50,105,293,419,296,237,43,0
경상북도 의성군 춘산면(4773035000),"1,469","1,469",34,51,60,74,70,261,442,261,182,31,3
경상북도 의성군 가음면(4773036000),"1,461","1,461",35,40,59,70,96,245,419,264,200,29,4
경상북도 의성군 금성면(4773037000),"4,296","4,296",128,153,225,220,357,674,"1,025",857,556,94,7
경상북도 의성군 봉양면(4773038000),"3,940","3,940",151,136,255,282,352,706,924,650,419,61,4
경상북도 의성군 비안면(4773039000),"2,559","2,559",92,47,123,129,182,425,650,492,372,45,2
경상북도 의성군 구천면(4773040000),"1,820","1,820",40,48,87,94,130,316,461,334,276,33,1
경상북도 의성군 단밀면(4773041000),"1,755","1,755",39,57,97,88,126,305,375,345,292,30,1
경상북도 의성군 단북면(4773042000),"1,806","1,806",35,57,102,82,125,314,424,362,277,26,2
경상북도 의성군 안계면(4773043000),"4,579","4,579",241,253,363,347,487,762,854,715,489,66,2
경상북도 의성군 다인면(4773044000),"3,812","3,812",95,124,191,202,273,616,898,790,561,59,3
경상북도 의성군 신평면(4773045000),815,815,23,12,22,32,48,146,177,186,148,21,0
경상북도 의성군 안평면(4773046000),"2,145","2,145",50,69,76,84,142,334,564,435,347,40,4
경상북도 의성군 안사면(4773047000),838,838,16,24,30,43,51,133,199,175,148,18,1
경상북도 청송군 (4775000000),"25,030","25,030",973,"1,212","1,677","1,686","2,370","4,715","5,542","4,036","2,493",305,21
경상북도 청송군 청송읍(4775025000),"5,217","5,217",291,362,468,482,600,"1,011",919,630,394,52,8
경상북도 청송군 주왕산면(4775031500),"1,850","1,850",49,56,92,122,143,365,465,338,200,20,0
경상북도 청송군 부남면(4775032000),"2,510","2,510",64,97,129,122,159,495,654,476,281,32,1
경상북도 청송군 현동면(4775033000),"2,091","2,091",76,97,131,104,207,409,449,350,239,27,2
경상북도 청송군 현서면(4775034000),"2,534","2,534",60,99,120,126,184,482,699,451,275,37,1
경상북도 청송군 안덕면(4775035000),"2,611","2,611",71,95,117,114,201,492,622,528,321,47,3
경상북도 청송군 파천면(4775036000),"1,793","1,793",53,49,94,100,131,286,447,335,255,41,2
경상북도 청송군 진보면(4775037000),"6,424","6,424",309,357,526,516,745,"1,175","1,287",928,528,49,4
경상북도 영양군 (4776000000),"16,638","16,638",728,924,"1,158","1,021","1,708","2,961","3,461","2,677","1,716",255,29
경상북도 영양군 영양읍(4776025000),"7,266","7,266",443,544,656,632,937,"1,244","1,286",899,516,101,8
경상북도 영양군 입암면(4776031000),"2,137","2,137",72,79,101,111,174,380,503,416,262,36,3
경상북도 영양군 청기면(4776032000),"1,736","1,736",57,55,81,58,125,293,423,374,236,30,4
경상북도 영양군 일월면(4776033000),"1,762","1,762",41,77,112,67,135,341,386,311,260,30,2
경상북도 영양군 수비면(4776034000),"1,697","1,697",53,93,93,68,166,315,386,288,199,30,6
경상북도 영양군 석보면(4776035000),"2,040","2,040",62,76,115,85,171,388,477,389,243,28,6
경상북도 영덕군 (4777000000),"36,245","36,245","1,644","2,112","2,401","2,399","3,850","6,145","7,431","5,904","3,802",527,30
경상북도 영덕군 영덕읍(4777025000),"11,011","11,011",791,937,946,"1,025","1,561","1,855","1,825","1,229",712,120,10
경상북도 영덕군 강구면(4777031000),"6,233","6,233",224,304,429,389,674,"1,137","1,387","1,071",550,66,2
경상북도 영덕군 남정면(4777032000),"2,367","2,367",52,63,126,113,178,403,557,480,339,55,1
경상북도 영덕군 달산면(4777033000),"1,131","1,131",16,41,48,46,67,185,274,237,187,28,2
경상북도 영덕군 지품면(4777034000),"1,489","1,489",35,38,70,56,108,267,379,306,202,27,1
경상북도 영덕군 지품면원전출장소(4777034500),535,535,8,16,18,13,29,82,143,138,79,9,0
경상북도 영덕군 축산면(4777035000),925,925,30,32,43,33,84,143,191,200,153,14,2
경상북도 영덕군 축산면축산출장소(4777035500),"1,725","1,725",42,74,85,74,165,301,414,361,192,17,0
경상북도 영덕군 영해면(4777036000),"6,374","6,374",348,433,478,467,674,"1,088","1,217",934,630,102,3
경상북도 영덕군 병곡면(4777037000),"2,774","2,774",72,126,107,125,204,445,625,554,459,55,2
경상북도 영덕군 창수면(4777038000),"1,681","1,681",26,48,51,58,106,239,419,394,299,34,7
경상북도 청도군 (4782000000),"42,245","42,245","1,506","2,286","2,829","2,750","4,445","7,258","9,651","6,617","4,278",605,20
경상북도 청도군 화양읍(4782025000),"7,175","7,175",459,657,604,629,"1,014","1,202","1,275",783,475,72,5
경상북도 청도군 화양읍남성현출장소(4782025100),"1,103","1,103",40,25,59,84,90,172,272,197,142,20,2
경상북도 청도군 청도읍(4782025300),"10,323","10,323",450,727,861,840,"1,344","1,776","2,109","1,335",775,103,3
경상북도 청도군 청도읍유호출장소(4782025400),"1,611","1,611",41,52,78,87,143,259,447,304,176,24,0
경상북도 청도군 각남면(4782031000),"2,141","2,141",45,73,120,109,164,333,533,438,276,50,0
경상북도 청도군 풍각면(4782032000),"3,913","3,913",128,157,216,251,341,663,986,634,473,61,3
경상북도 청도군 각북면(4782033000),"2,232","2,232",62,58,133,110,147,438,589,407,257,30,1
경상북도 청도군 이서면(4782034000),"4,538","4,538",130,277,265,236,474,772,"1,065",760,476,81,2
경상북도 청도군 운문면(4782035000),"2,094","2,094",34,42,125,94,178,428,524,353,280,36,0
경상북도 청도군 금천면(4782036000),"3,323","3,323",58,106,177,136,265,581,837,663,430,66,4
경상북도 청도군 매전면(4782037000),"3,792","3,792",59,112,191,174,285,634,"1,014",743,518,62,0
경상북도 고령군 (4783000000),"31,310","31,310","1,404","2,029","2,509","2,240","3,801","5,918","6,290","4,108","2,682",318,11
경상북도 고령군 대가야읍(4783025300),"10,074","10,074",600,903,958,807,"1,523","1,857","1,675","1,075",605,68,3
경상북도 고령군 덕곡면(4783031000),"1,423","1,423",33,42,90,62,99,258,359,239,217,22,2
경상북도 고령군 운수면(4783032000),"1,864","1,864",46,52,120,110,146,341,438,346,233,31,1
경상북도 고령군 성산면(4783033000),"2,585","2,585",63,82,202,166,248,561,603,380,247,32,1
경상북도 고령군 다산면(4783034000),"8,446","8,446",482,767,754,744,"1,225","1,603","1,541",845,444,41,0
경상북도 고령군 개진면(4783035000),"1,939","1,939",41,32,129,115,144,404,472,340,226,36,0
경상북도 고령군 우곡면(4783036000),"1,593","1,593",34,47,69,72,146,282,358,310,251,23,1
경상북도 고령군 쌍림면(4783037000),"3,386","3,386",105,104,187,164,270,612,844,573,459,65,3
경상북도 성주군 (4784000000),"43,335","43,335","1,906","2,251","3,485","3,279","4,733","8,459","9,367","5,843","3,486",499,27
경상북도 성주군 성주읍(4784025000),"13,711","13,711",929,"1,287","1,476","1,346","2,044","2,453","2,125","1,277",675,96,3
경상북도 성주군 선남면(4784031000),"6,161","6,161",196,185,475,480,595,"1,371","1,467",880,434,72,6
경상북도 성주군 용암면(4784032000),"3,717","3,717",112,108,235,253,346,779,981,513,336,53,1
경상북도 성주군 수륜면(4784033000),"3,125","3,125",84,99,168,187,230,605,776,523,380,67,6
경상북도 성주군 가천면(4784034000),"2,021","2,021",55,39,123,119,167,412,527,307,240,30,2
경상북도 성주군 금수면(4784035000),"1,207","1,207",28,38,66,62,100,236,286,211,160,19,1
경상북도 성주군 대가면(4784036000),"2,446","2,446",73,101,181,133,238,444,555,425,260,36,0
경상북도 성주군 벽진면(4784037000),"3,069","3,069",109,80,191,172,268,578,823,518,278,49,3
경상북도 성주군 초전면(4784038000),"4,489","4,489",183,205,316,302,439,903,"1,015",665,415,43,3
경상북도 성주군 월항면(4784039000),"3,389","3,389",137,109,254,225,306,678,812,524,308,34,2
경상북도 칠곡군 (4785000000),"114,777","114,777","9,489","11,545","11,993","14,778","20,646","19,673","13,879","7,691","4,421",622,40
경상북도 칠곡군 왜관읍(4785025000),"33,437","33,437","2,323","3,397","3,871","3,458","5,484","6,264","4,485","2,451","1,486",197,21
경상북도 칠곡군 북삼읍(4785025300),"24,402","24,402","1,905","3,146","2,937","2,491","5,160","4,852","2,253","1,061",536,60,1
경상북도 칠곡군 석적읍(4785025600),"30,915","30,915","4,435","3,728","2,915","7,006","6,977","3,087","1,606",751,361,44,5
경상북도 칠곡군 지천면(4785031000),"4,207","4,207",77,113,308,267,359,812,"1,032",698,473,65,3
경상북도 칠곡군 동명면(4785032000),"5,308","5,308",119,172,410,334,494,"1,122","1,321",782,459,95,0
경상북도 칠곡군 가산면(4785033000),"3,503","3,503",86,141,247,219,356,735,865,527,270,53,4
경상북도 칠곡군 약목면(4785036000),"9,785","9,785",315,683,"1,079",687,"1,394","2,236","1,705","1,035",581,67,3
경상북도 칠곡군 기산면(4785037000),"3,220","3,220",229,165,226,316,422,565,612,386,255,41,3
경상북도 예천군 (4790000000),"55,709","55,709","4,602","4,395","4,116","5,462","7,109","8,067","9,489","6,795","4,972",668,34
경상북도 예천군 예천읍(4790025000),"14,789","14,789",801,"1,203","1,336","1,149","1,884","2,461","2,891","1,825","1,069",164,6
경상북도 예천군 용문면(4790031000),"2,308","2,308",59,115,85,73,180,349,510,494,397,43,3
경상북도 예천군 감천면(4790034000),"2,654","2,654",57,81,142,107,162,422,691,505,424,60,3
경상북도 예천군 보문면(4790035000),"1,701","1,701",55,58,56,84,118,259,415,344,276,36,0
경상북도 예천군 호명면(4790036000),"19,335","19,335","3,256","2,366","1,712","3,353","3,613","2,300","1,459",725,476,72,3
경상북도 예천군 유천면(4790037000),"2,529","2,529",147,111,210,225,233,323,448,418,359,52,3
경상북도 예천군 용궁면(4790038000),"2,455","2,455",49,86,120,107,204,358,586,518,373,50,4
경상북도 예천군 개포면(4790039000),"1,519","1,519",21,41,55,45,94,225,390,334,285,27,2
경상북도 예천군 지보면(4790040000),"2,715","2,715",47,84,93,108,191,419,691,571,455,52,4
경상북도 예천군 풍양면(4790041000),"3,151","3,151",52,118,189,116,237,495,746,621,520,55,2
경상북도 예천군 효자면(4790042000),"1,193","1,193",23,57,50,39,84,243,351,174,145,26,1
경상북도 예천군 은풍면(4790043000),"1,360","1,360",35,75,68,56,109,213,311,266,193,31,3
경상북도 봉화군 (4792000000),"31,407","31,407","1,362","1,863","1,984","1,911","3,206","5,746","6,856","4,722","3,220",507,30
경상북도 봉화군 봉화읍(4792025000),"9,958","9,958",607,892,883,769,"1,282","1,756","1,684","1,173",769,138,5
경상북도 봉화군 물야면(4792031000),"3,127","3,127",95,135,132,161,239,584,811,542,373,51,4
경상북도 봉화군 봉성면(4792032000),"2,113","2,113",52,95,123,116,174,366,531,361,258,35,2
경상북도 봉화군 법전면(4792033000),"2,022","2,022",70,84,100,99,140,362,470,356,295,43,3
경상북도 봉화군 춘양면(4792034000),"4,422","4,422",180,227,250,239,399,867,"1,000",689,474,91,6
경상북도 봉화군 소천면(4792035000),"2,209","2,209",52,84,100,95,192,436,585,371,256,35,3
경상북도 봉화군 재산면(4792036000),"1,524","1,524",31,74,63,58,126,332,395,247,175,22,1
경상북도 봉화군 명호면(4792037000),"2,259","2,259",58,105,118,96,209,424,563,394,251,39,2
경상북도 봉화군 상운면(4792038000),"1,746","1,746",31,39,90,61,131,289,437,381,247,37,3
경상북도 봉화군 석포면(4792039000),"2,027","2,027",186,128,125,217,314,330,380,208,122,16,1
경상북도 울진군 (4793000000),"48,675","48,675","2,906","3,740","4,476","4,293","6,231","8,602","8,255","5,686","3,825",645,16
경상북도 울진군 울진읍(4793025000),"14,052","14,052","1,099","1,628","1,573","1,401","2,333","2,425","1,731","1,083",665,111,3
경상북도 울진군 평해읍(4793025300),"2,836","2,836",62,241,175,153,230,468,538,523,379,66,1
경상북도 울진군 북면(4793031000),"6,697","6,697",789,464,727,"1,125",963,"1,023",801,461,297,43,4
경상북도 울진군 북면하당출장소(4793031500),708,708,6,27,49,26,61,143,149,128,105,14,0
경상북도 울진군 근남면(4793033000),"2,766","2,766",110,120,216,174,282,503,569,389,341,62,0
경상북도 울진군 기성면(4793035000),"2,538","2,538",48,95,191,119,155,430,573,457,386,83,1
경상북도 울진군 온정면(4793036000),"1,756","1,756",47,62,113,61,150,280,382,336,282,43,0
경상북도 울진군 죽변면(4793037000),"6,483","6,483",309,399,677,566,833,"1,280","1,217",713,422,64,3
경상북도 울진군 후포면(4793038000),"7,546","7,546",366,575,628,544,948,"1,405","1,557","1,001",444,77,1
경상북도 울진군 금강송면(4793039000),"1,271","1,271",24,42,36,41,113,298,305,225,168,17,2
경상북도 울진군 매화면(4793040000),"2,022","2,022",46,87,91,83,163,347,433,370,336,65,1
경상북도 울릉군 (4794000000),"9,035","9,035",388,454,826,845,"1,287","1,830","1,767","1,050",497,79,12
경상북도 울릉군 울릉읍(4794025000),"6,397","6,397",286,363,606,641,981,"1,309","1,210",674,281,34,12
경상북도 울릉군 서면(4794031000),879,879,40,36,81,59,101,189,174,116,75,8,0
경상북도 울릉군 서면태하출장소(4794031500),443,443,15,15,23,31,31,89,101,92,30,16,0
경상북도 울릉군 북면(4794032000),"1,316","1,316",47,40,116,114,174,243,282,168,111,21,0
경상남도  (4800000000),"3,338,396","3,338,396","266,782","323,933","377,156","397,603","535,531","581,701","466,435","245,650","125,370","17,402",833
경상남도 창원시 (4812000000),"1,036,203","1,036,203","82,996","99,440","129,657","133,525","167,596","186,213","142,901","63,664","26,535","3,484",192
경상남도 창원시 의창구 (4812100000),"261,845","261,845","21,319","23,531","35,688","35,134","40,969","50,435","34,819","13,397","5,724",793,36
경상남도 창원시 의창구 동읍(4812125000),"20,005","20,005","1,155","1,881","2,286","1,795","3,195","3,922","3,161","1,669",836,100,5
경상남도 창원시 의창구 북면(4812131000),"43,429","43,429","6,510","3,718","3,929","8,031","7,242","6,182","4,888","1,847",928,147,7
경상남도 창원시 의창구 대산면(4812132000),"7,210","7,210",247,399,649,660,804,"1,331","1,622",919,503,74,2
경상남도 창원시 의창구 의창동(4812151000),"50,978","50,978","4,378","4,688","7,060","7,146","7,983","9,727","6,528","2,413",921,126,8
경상남도 창원시 의창구 팔룡동(4812152000),"37,794","37,794","3,078","3,863","5,680","5,403","6,299","7,630","4,058","1,235",484,63,1
경상남도 창원시 의창구 명곡동(4812153000),"42,245","42,245","2,357","4,008","6,602","4,306","6,521","9,261","6,022","2,231",828,102,7
경상남도 창원시 의창구 봉림동(4812154000),"30,277","30,277","1,478","2,233","4,836","3,773","4,247","6,195","4,906","1,798",704,102,5
경상남도 창원시 의창구 용지동(4812155000),"29,907","29,907","2,116","2,741","4,646","4,020","4,678","6,187","3,634","1,285",520,79,1
경상남도 창원시 성산구 (4812300000),"214,067","214,067","16,412","22,949","32,206","29,235","35,561","43,291","24,047","6,940","2,966",440,20
경상남도 창원시 성산구 반송동(4812351000),"41,830","41,830","3,260","5,313","5,640","4,570","7,422","8,375","4,943","1,620",594,87,6
경상남도 창원시 성산구 중앙동(4812352000),"22,937","22,937","1,213","1,435","4,523","4,262","3,632","4,134","2,584",789,307,54,4
경상남도 창원시 성산구 상남동(4812353000),"28,095","28,095","2,079","3,416","4,167","3,483","4,729","6,011","3,037",752,354,63,4
경상남도 창원시 성산구 사파동(4812354000),"45,591","45,591","3,487","4,843","6,575","6,367","7,710","9,112","5,220","1,503",676,94,4
경상남도 창원시 성산구 가음정동(4812355000),"41,135","41,135","3,698","4,066","6,155","6,225","6,523","8,337","4,358","1,164",530,77,2
경상남도 창원시 성산구 성주동(4812356000),"26,563","26,563","2,191","3,113","4,141","3,355","4,300","5,881","2,693",580,276,33,0
경상남도 창원시 성산구 웅남동(4812357000),"7,916","7,916",484,763,"1,005",973,"1,245","1,441","1,212",532,229,32,0
경상남도 창원시 마산합포구 (4812500000),"176,636","176,636","12,761","13,829","18,989","20,645","25,801","29,572","30,175","16,641","7,134","1,018",71
경상남도 창원시 마산합포구 구산면(4812531000),"4,298","4,298",119,163,302,293,396,788,"1,146",689,336,65,1
경상남도 창원시 마산합포구 진동면(4812532000),"12,293","12,293","1,122","1,022","1,084","1,476","1,934","2,040","2,017","1,043",477,75,3
경상남도 창원시 마산합포구 진북면(4812533000),"3,531","3,531",69,153,279,201,322,721,885,528,314,57,2
경상남도 창원시 마산합포구 진전면(4812534000),"3,997","3,997",58,141,234,187,310,737,988,742,508,90,2
경상남도 창원시 마산합포구 현동(4812551000),"14,217","14,217","2,186","1,214","1,203","2,503","2,462","1,900","1,698",739,272,40,0
경상남도 창원시 마산합포구 가포동(4812552000),976,976,48,35,133,100,115,159,219,113,43,9,2
경상남도 창원시 마산합포구 월영동(4812553000),"36,355","36,355","3,538","3,545","4,537","4,955","5,702","6,050","4,884","2,251",767,121,5
경상남도 창원시 마산합포구 문화동(4812554000),"11,235","11,235",504,721,"1,703","1,129","1,381","1,901","2,064","1,215",533,80,4
경상남도 창원시 마산합포구 반월중앙동(4812556500),"14,811","14,811",889,"1,383","1,590","1,525","2,252","2,490","2,404","1,510",680,80,8
경상남도 창원시 마산합포구 완월동(4812557000),"9,245","9,245",422,735,"1,137",843,"1,229","1,743","1,738",907,443,45,3
경상남도 창원시 마산합포구 자산동(4812558000),"10,818","10,818",487,897,"1,198",981,"1,454","1,973","2,138","1,180",457,49,4
경상남도 창원시 마산합포구 교방동(4812561000),"15,720","15,720","1,192","1,280","1,556","1,875","2,377","2,492","2,710","1,553",580,83,22
경상남도 창원시 마산합포구 오동동(4812563000),"19,660","19,660","1,065","1,162","1,983","2,325","3,000","3,277","3,665","2,131",927,119,6
경상남도 창원시 마산합포구 합포동(4812564000),"6,897","6,897",327,416,622,742,997,"1,174","1,393",796,383,43,4
경상남도 창원시 마산합포구 산호동(4812565000),"12,583","12,583",735,962,"1,428","1,510","1,870","2,127","2,226","1,244",414,62,5
경상남도 창원시 마산회원구 (4812700000),"190,739","190,739","13,278","18,135","22,228","21,671","30,049","34,446","30,074","14,854","5,374",583,47
경상남도 창원시 마산회원구 내서읍(4812725000),"64,576","64,576","5,111","8,070","8,246","6,624","11,457","12,450","7,673","3,402","1,394",144,5
경상남도 창원시 마산회원구 회원1동(4812751000),"10,455","10,455",407,614,944,960,"1,392","1,766","2,301","1,427",581,56,7
경상남도 창원시 마산회원구 회원2동(4812752000),"10,061","10,061",646,794,"1,144","1,324","1,356","1,609","1,807",974,357,46,4
경상남도 창원시 마산회원구 석전동(4812754500),"17,135","17,135","1,122","1,257","1,843","2,353","2,356","2,941","2,990","1,690",531,48,4
경상남도 창원시 마산회원구 회성동(4812755000),"6,271","6,271",154,336,595,550,718,"1,186","1,471",842,369,44,6
경상남도 창원시 마산회원구 양덕1동(4812756000),"11,224","11,224",574,840,"1,349","1,305","1,579","1,946","2,186","1,055",351,35,4
경상남도 창원시 마산회원구 양덕2동(4812757000),"31,724","31,724","3,209","3,458","3,379","4,075","5,632","5,313","4,231","1,747",601,77,2
경상남도 창원시 마산회원구 합성1동(4812758000),"9,446","9,446",665,606,"1,139","1,279","1,332","1,655","1,595",861,276,34,4
경상남도 창원시 마산회원구 합성2동(4812759000),"7,750","7,750",287,471,965,815,"1,091","1,412","1,590",848,249,20,2
경상남도 창원시 마산회원구 구암1동(4812760000),"9,082","9,082",432,663,968,889,"1,202","1,794","1,897",896,298,40,3
경상남도 창원시 마산회원구 구암2동(4812761000),"9,650","9,650",516,809,"1,315","1,101","1,403","1,725","1,700",800,251,27,3
경상남도 창원시 마산회원구 봉암동(4812762000),"3,365","3,365",155,217,341,396,531,649,633,312,116,12,3
경상남도 창원시 진해구 (4812900000),"192,916","192,916","19,226","20,996","20,546","26,840","35,216","28,469","23,786","11,832","5,337",650,18
경상남도 창원시 진해구 충무동(4812953000),"17,293","17,293","1,533","1,846","2,160","2,215","2,952","2,241","2,122","1,430",706,86,2
경상남도 창원시 진해구 여좌동(4812954000),"8,702","8,702",351,669,834,715,"1,194","1,397","1,582","1,235",646,78,1
경상남도 창원시 진해구 태백동(4812955000),"5,025","5,025",176,289,498,381,621,882,"1,034",732,367,43,2
경상남도 창원시 진해구 경화동(4812956000),"11,360","11,360","1,056","1,013","1,153","1,567","1,760","1,817","1,718",866,366,41,3
경상남도 창원시 진해구 병암동(4812957000),"7,524","7,524",548,750,780,814,"1,273","1,163","1,188",654,316,36,2
경상남도 창원시 진해구 석동(4812958000),"17,458","17,458","1,497","2,426","2,216","2,160","3,405","2,736","1,936",747,290,43,2
경상남도 창원시 진해구 이동(4812959000),"8,588","8,588",374,534,"1,037","1,025","1,278","1,534","1,658",793,312,42,1
경상남도 창원시 진해구 자은동(4812960000),"21,458","21,458","2,416","2,226","2,318","3,254","3,760","3,418","2,575","1,002",436,52,1
